                            EPHEMERIDES NAUTIQUES DU SOLEIL A 0H UT - ANNEE 2028
                            ====================================================

|     Date    |Jr.|   AHvo   |Var AHvo|    Dec    |Var Dec|   AHso   |  T.Pass  |   Lever    |   Coucher   |
|             |   |    °    '|       °|     °    '|      '|    °    '|  h  m  s | h  m (Az°) |  h  m (Az°) |
| 2028 Jun 21 | M | 179 32.9 | 14.998 | N 23 26.2 | -0.01 | 269 43.1 | 12  1 55 | 4 13 ( 55) | 19 50 (305) |
| 2028 Jun 22 | J | 179 29.6 | 14.998 | N 23 25.9 | -0.03 | 270 42.3 | 12  2  8 | 4 14 ( 55) | 19 51 (305) |
| 2028 Jun 23 | V | 179 26.3 | 14.998 | N 23 25.2 | -0.05 | 271 41.4 | 12  2 21 | 4 14 ( 55) | 19 51 (305) |
| 2028 Jun 24 | S | 179 23.1 | 14.998 | N 23 24.1 | -0.06 | 272 40.5 | 12  2 34 | 4 14 ( 55) | 19 51 (305) |
| 2028 Jun 25 | D | 179 19.8 | 14.998 | N 23 22.6 | -0.08 | 273 39.7 | 12  2 47 | 4 15 ( 55) | 19 51 (305) |
| 2028 Jun 26 | L | 179 16.7 | 14.998 | N 23 20.7 | -0.10 | 274 38.8 | 12  2 60 | 4 15 ( 55) | 19 51 (305) |
| 2028 Jun 27 | M | 179 13.5 | 14.998 | N 23 18.3 | -0.11 | 275 38.0 | 12  3 12 | 4 15 ( 55) | 19 51 (305) |
| 2028 Jun 28 | M | 179 10.4 | 14.998 | N 23 15.6 | -0.13 | 276 37.1 | 12  3 24 | 4 16 ( 55) | 19 51 (305) |
| 2028 Jun 29 | J | 179  7.4 | 14.998 | N 23 12.4 | -0.15 | 277 36.2 | 12  3 37 | 4 16 ( 55) | 19 51 (305) |
| 2028 Jun 30 | V | 179  4.4 | 14.998 | N 23  8.9 | -0.17 | 278 35.4 | 12  3 48 | 4 17 ( 55) | 19 50 (305) |
| 2028 Jul  1 | S | 179  1.5 | 14.998 | N 23  4.9 | -0.18 | 279 34.5 | 12  3 60 | 4 17 ( 55) | 19 50 (305) |
| 2028 Jul  2 | D | 178 58.7 | 14.998 | N 23  0.5 | -0.20 | 280 33.7 | 12  4 11 | 4 18 ( 55) | 19 50 (304) |
| 2028 Jul  3 | L | 178 55.9 | 14.998 | N 22 55.8 | -0.22 | 281 32.8 | 12  4 22 | 4 19 ( 56) | 19 50 (304) |
| 2028 Jul  4 | M | 178 53.2 | 14.998 | N 22 50.6 | -0.23 | 282 31.9 | 12  4 32 | 4 19 ( 56) | 19 49 (304) |
| 2028 Jul  5 | M | 178 50.6 | 14.998 | N 22 45.0 | -0.25 | 283 31.1 | 12  4 43 | 4 20 ( 56) | 19 49 (304) |
| 2028 Jul  6 | J | 178 48.1 | 14.998 | N 22 39.1 | -0.26 | 284 30.2 | 12  4 52 | 4 21 ( 56) | 19 49 (304) |
| 2028 Jul  7 | V | 178 45.7 | 14.998 | N 22 32.7 | -0.28 | 285 29.4 | 12  5  2 | 4 21 ( 56) | 19 48 (304) |
| 2028 Jul  8 | S | 178 43.4 | 14.998 | N 22 26.0 | -0.30 | 286 28.5 | 12  5 11 | 4 22 ( 56) | 19 48 (303) |
| 2028 Jul  9 | D | 178 41.2 | 14.999 | N 22 18.9 | -0.31 | 287 27.6 | 12  5 20 | 4 23 ( 57) | 19 47 (303) |
| 2028 Jul 10 | L | 178 39.0 | 14.999 | N 22 11.4 | -0.33 | 288 26.8 | 12  5 28 | 4 24 ( 57) | 19 47 (303) |
| 2028 Jul 11 | M | 178 37.0 | 14.999 | N 22  3.5 | -0.34 | 289 25.9 | 12  5 36 | 4 25 ( 57) | 19 46 (303) |
| 2028 Jul 12 | M | 178 35.1 | 14.999 | N 21 55.2 | -0.36 | 290 25.1 | 12  5 43 | 4 25 ( 57) | 19 46 (303) |
| 2028 Jul 13 | J | 178 33.3 | 14.999 | N 21 46.6 | -0.38 | 291 24.2 | 12  5 50 | 4 26 ( 57) | 19 45 (302) |
| 2028 Jul 14 | V | 178 31.7 | 14.999 | N 21 37.5 | -0.39 | 292 23.3 | 12  5 57 | 4 27 ( 58) | 19 44 (302) |
| 2028 Jul 15 | S | 178 30.1 | 14.999 | N 21 28.1 | -0.41 | 293 22.5 | 12  6  3 | 4 28 ( 58) | 19 44 (302) |
| 2028 Jul 16 | D | 178 28.7 | 14.999 | N 21 18.4 | -0.42 | 294 21.6 | 12  6  8 | 4 29 ( 58) | 19 43 (302) |
| 2028 Jul 17 | L | 178 27.4 | 14.999 | N 21  8.3 | -0.44 | 295 20.7 | 12  6 13 | 4 30 ( 58) | 19 42 (301) |
| 2028 Jul 18 | M | 178 26.2 | 14.999 | N 20 57.8 | -0.45 | 296 19.9 | 12  6 17 | 4 31 ( 59) | 19 41 (301) |
| 2028 Jul 19 | M | 178 25.1 | 14.999 | N 20 47.0 | -0.47 | 297 19.0 | 12  6 21 | 4 32 ( 59) | 19 40 (301) |
| 2028 Jul 20 | J | 178 24.2 | 14.999 | N 20 35.8 | -0.48 | 298 18.2 | 12  6 25 | 4 33 ( 59) | 19 39 (301) |
| 2028 Jul 21 | V | 178 23.4 | 15.000 | N 20 24.2 | -0.49 | 299 17.3 | 12  6 28 | 4 34 ( 60) | 19 38 (300) |
| 2028 Jul 22 | S | 178 22.8 | 15.000 | N 20 12.4 | -0.51 | 300 16.5 | 12  6 30 | 4 35 ( 60) | 19 37 (300) |
| 2028 Jul 23 | D | 178 22.3 | 15.000 | N 20  0.2 | -0.52 | 301 15.6 | 12  6 32 | 4 36 ( 60) | 19 36 (300) |
| 2028 Jul 24 | L | 178 22.0 | 15.000 | N 19 47.6 | -0.54 | 302 14.7 | 12  6 33 | 4 37 ( 60) | 19 35 (299) |
| 2028 Jul 25 | M | 178 21.8 | 15.000 | N 19 34.7 | -0.55 | 303 13.9 | 12  6 33 | 4 38 ( 61) | 19 34 (299) |
| 2028 Jul 26 | M | 178 21.7 | 15.000 | N 19 21.5 | -0.56 | 304 13.0 | 12  6 33 | 4 39 ( 61) | 19 33 (299) |
| 2028 Jul 27 | J | 178 21.9 | 15.000 | N 19  8.0 | -0.58 | 305 12.1 | 12  6 32 | 4 40 ( 62) | 19 32 (298) |
| 2028 Jul 28 | V | 178 22.1 | 15.000 | N 18 54.2 | -0.59 | 306 11.3 | 12  6 31 | 4 41 ( 62) | 19 31 (298) |
| 2028 Jul 29 | S | 178 22.6 | 15.000 | N 18 40.0 | -0.60 | 307 10.4 | 12  6 29 | 4 42 ( 62) | 19 30 (298) |
| 2028 Jul 30 | D | 178 23.1 | 15.001 | N 18 25.6 | -0.61 | 308  9.6 | 12  6 26 | 4 44 ( 63) | 19 29 (297) |
| 2028 Jul 31 | L | 178 23.9 | 15.001 | N 18 10.8 | -0.63 | 309  8.7 | 12  6 23 | 4 45 ( 63) | 19 27 (297) |
| 2028 Aou  1 | M | 178 24.8 | 15.001 | N 17 55.8 | -0.64 | 310  7.8 | 12  6 19 | 4 46 ( 63) | 19 26 (296) |
| 2028 Aou  2 | M | 178 25.8 | 15.001 | N 17 40.5 | -0.65 | 311  7.0 | 12  6 14 | 4 47 ( 64) | 19 25 (296) |
| 2028 Aou  3 | J | 178 27.0 | 15.001 | N 17 24.9 | -0.66 | 312  6.1 | 12  6  9 | 4 48 ( 64) | 19 23 (296) |
| 2028 Aou  4 | V | 178 28.4 | 15.001 | N 17  9.0 | -0.67 | 313  5.3 | 12  6  4 | 4 49 ( 65) | 19 22 (295) |
| 2028 Aou  5 | S | 178 29.9 | 15.001 | N 16 52.8 | -0.69 | 314  4.4 | 12  5 57 | 4 50 ( 65) | 19 21 (295) |
| 2028 Aou  6 | D | 178 31.6 | 15.001 | N 16 36.3 | -0.70 | 315  3.5 | 12  5 50 | 4 52 ( 65) | 19 19 (294) |
| 2028 Aou  7 | L | 178 33.4 | 15.001 | N 16 19.6 | -0.71 | 316  2.7 | 12  5 43 | 4 53 ( 66) | 19 18 (294) |
| 2028 Aou  8 | M | 178 35.3 | 15.001 | N 16  2.6 | -0.72 | 317  1.8 | 12  5 35 | 4 54 ( 66) | 19 16 (294) |
| 2028 Aou  9 | M | 178 37.4 | 15.002 | N 15 45.4 | -0.73 | 318  1.0 | 12  5 26 | 4 55 ( 67) | 19 15 (293) |
| 2028 Aou 10 | J | 178 39.6 | 15.002 | N 15 27.9 | -0.74 | 319  0.1 | 12  5 17 | 4 56 ( 67) | 19 13 (293) |
| 2028 Aou 11 | V | 178 42.0 | 15.002 | N 15 10.2 | -0.75 | 319 59.2 | 12  5  7 | 4 57 ( 67) | 19 12 (292) |
| 2028 Aou 12 | S | 178 44.5 | 15.002 | N 14 52.2 | -0.76 | 320 58.4 | 12  4 57 | 4 59 ( 68) | 19 10 (292) |
| 2028 Aou 13 | D | 178 47.2 | 15.002 | N 14 34.0 | -0.77 | 321 57.5 | 12  4 46 | 5 00 ( 68) | 19 09 (291) |
| 2028 Aou 14 | L | 178 50.0 | 15.002 | N 14 15.5 | -0.78 | 322 56.6 | 12  4 34 | 5 01 ( 69) | 19 07 (291) |
| 2028 Aou 15 | M | 178 52.9 | 15.002 | N 13 56.8 | -0.79 | 323 55.8 | 12  4 22 | 5 02 ( 69) | 19 06 (290) |
| 2028 Aou 16 | M | 178 55.9 | 15.002 | N 13 37.9 | -0.80 | 324 54.9 | 12  4 10 | 5 03 ( 70) | 19 04 (290) |
| 2028 Aou 17 | J | 178 59.1 | 15.002 | N 13 18.8 | -0.81 | 325 54.1 | 12  3 57 | 5 05 ( 70) | 19 02 (290) |
| 2028 Aou 18 | V | 179  2.4 | 15.002 | N 12 59.4 | -0.81 | 326 53.2 | 12  3 44 | 5 06 ( 71) | 19 01 (289) |
| 2028 Aou 19 | S | 179  5.8 | 15.002 | N 12 39.9 | -0.82 | 327 52.3 | 12  3 30 | 5 07 ( 71) | 18 59 (289) |
| 2028 Aou 20 | D | 179  9.3 | 15.003 | N 12 20.2 | -0.83 | 328 51.5 | 12  3 15 | 5 08 ( 72) | 18 58 (288) |
| 2028 Aou 21 | L | 179 13.0 | 15.003 | N 12  0.2 | -0.84 | 329 50.6 | 12  3  1 | 5 09 ( 72) | 18 56 (288) |
| 2028 Aou 22 | M | 179 16.7 | 15.003 | N 11 40.1 | -0.85 | 330 49.8 | 12  2 45 | 5 11 ( 73) | 18 54 (287) |
| 2028 Aou 23 | M | 179 20.6 | 15.003 | N 11 19.8 | -0.85 | 331 48.9 | 12  2 30 | 5 12 ( 73) | 18 52 (287) |
| 2028 Aou 24 | J | 179 24.6 | 15.003 | N 10 59.3 | -0.86 | 332 48.0 | 12  2 13 | 5 13 ( 74) | 18 51 (286) |
| 2028 Aou 25 | V | 179 28.7 | 15.003 | N 10 38.6 | -0.87 | 333 47.2 | 12  1 57 | 5 14 ( 74) | 18 49 (286) |
| 2028 Aou 26 | S | 179 32.9 | 15.003 | N 10 17.8 | -0.87 | 334 46.3 | 12  1 40 | 5 15 ( 75) | 18 47 (285) |
| 2028 Aou 27 | D | 179 37.2 | 15.003 | N  9 56.8 | -0.88 | 335 45.4 | 12  1 22 | 5 17 ( 75) | 18 45 (285) |
| 2028 Aou 28 | L | 179 41.6 | 15.003 | N  9 35.7 | -0.89 | 336 44.6 | 12  1  5 | 5 18 ( 76) | 18 44 (284) |
| 2028 Aou 29 | M | 179 46.1 | 15.003 | N  9 14.4 | -0.89 | 337 43.7 | 12  0 46 | 5 19 ( 76) | 18 42 (284) |
| 2028 Aou 30 | M | 179 50.7 | 15.003 | N  8 52.9 | -0.90 | 338 42.9 | 12  0 28 | 5 20 ( 77) | 18 40 (283) |
| 2028 Aou 31 | J | 179 55.4 | 15.003 | N  8 31.3 | -0.90 | 339 42.0 | 12  0  9 | 5 21 ( 77) | 18 38 (283) |
| 2028 Sep  1 | V | 180  0.1 | 15.003 | N  8  9.6 | -0.91 | 340 41.1 | 11 59 50 | 5 22 ( 78) | 18 36 (282) |
| 2028 Sep  2 | S | 180  5.0 | 15.003 | N  7 47.8 | -0.92 | 341 40.3 | 11 59 30 | 5 24 ( 78) | 18 35 (282) |
| 2028 Sep  3 | D | 180  9.9 | 15.003 | N  7 25.8 | -0.92 | 342 39.4 | 11 59 11 | 5 25 ( 79) | 18 33 (281) |
| 2028 Sep  4 | L | 180 14.8 | 15.003 | N  7  3.7 | -0.93 | 343 38.6 | 11 58 51 | 5 26 ( 79) | 18 31 (280) |
| 2028 Sep  5 | M | 180 19.8 | 15.004 | N  6 41.5 | -0.93 | 344 37.7 | 11 58 31 | 5 27 ( 80) | 18 29 (280) |
| 2028 Sep  6 | M | 180 24.9 | 15.004 | N  6 19.2 | -0.93 | 345 36.8 | 11 58 10 | 5 28 ( 80) | 18 27 (279) |
| 2028 Sep  7 | J | 180 30.0 | 15.004 | N  5 56.8 | -0.94 | 346 36.0 | 11 57 50 | 5 30 ( 81) | 18 25 (279) |
| 2028 Sep  8 | V | 180 35.2 | 15.004 | N  5 34.2 | -0.94 | 347 35.1 | 11 57 29 | 5 31 ( 81) | 18 23 (278) |
| 2028 Sep  9 | S | 180 40.4 | 15.004 | N  5 11.6 | -0.95 | 348 34.2 | 11 57  8 | 5 32 ( 82) | 18 21 (278) |
| 2028 Sep 10 | D | 180 45.7 | 15.004 | N  4 48.9 | -0.95 | 349 33.4 | 11 56 47 | 5 33 ( 82) | 18 20 (277) |
| 2028 Sep 11 | L | 180 51.0 | 15.004 | N  4 26.1 | -0.95 | 350 32.5 | 11 56 26 | 5 34 ( 83) | 18 18 (277) |
| 2028 Sep 12 | M | 180 56.2 | 15.004 | N  4  3.2 | -0.96 | 351 31.7 | 11 56  4 | 5 36 ( 84) | 18 16 (276) |
| 2028 Sep 13 | M | 181  1.6 | 15.004 | N  3 40.3 | -0.96 | 352 30.8 | 11 55 43 | 5 37 ( 84) | 18 14 (276) |
| 2028 Sep 14 | J | 181  6.9 | 15.004 | N  3 17.3 | -0.96 | 353 29.9 | 11 55 22 | 5 38 ( 85) | 18 12 (275) |
| 2028 Sep 15 | V | 181 12.2 | 15.004 | N  2 54.2 | -0.96 | 354 29.1 | 11 55  1 | 5 39 ( 85) | 18 10 (275) |
| 2028 Sep 16 | S | 181 17.6 | 15.004 | N  2 31.1 | -0.97 | 355 28.2 | 11 54 39 | 5 40 ( 86) | 18 08 (274) |
| 2028 Sep 17 | D | 181 22.9 | 15.004 | N  2  7.9 | -0.97 | 356 27.4 | 11 54 18 | 5 42 ( 86) | 18 06 (273) |
| 2028 Sep 18 | L | 181 28.2 | 15.004 | N  1 44.7 | -0.97 | 357 26.5 | 11 53 56 | 5 43 ( 87) | 18 04 (273) |
| 2028 Sep 19 | M | 181 33.6 | 15.004 | N  1 21.4 | -0.97 | 358 25.6 | 11 53 35 | 5 44 ( 87) | 18 02 (272) |
| 2028 Sep 20 | M | 181 38.9 | 15.004 | N  0 58.1 | -0.97 | 359 24.8 | 11 53 14 | 5 45 ( 88) | 18 01 (272) |
| 2028 Sep 21 | J | 181 44.2 | 15.004 | N  0 34.8 | -0.97 |   0 23.9 | 11 52 53 | 5 46 ( 88) | 17 59 (271) |
| 2028 Sep 22 | V | 181 49.5 | 15.004 | N  0 11.5 | -0.97 |   1 23.0 | 11 52 32 | 5 48 ( 89) | 17 57 (271) |
| 2028 Sep 23 | S | 181 54.7 | 15.004 | S  0 11.9 | +0.97 |   2 22.2 | 11 52 11 | 5 49 ( 90) | 17 55 (270) |
| 2028 Sep 24 | D | 181 60.0 | 15.004 | S  0 35.3 | +0.97 |   3 21.3 | 11 51 50 | 5 50 ( 90) | 17 53 (270) |
| 2028 Sep 25 | L | 182  5.2 | 15.004 | S  0 58.6 | +0.97 |   4 20.5 | 11 51 29 | 5 51 ( 91) | 17 51 (269) |
| 2028 Sep 26 | M | 182 10.3 | 15.004 | S  1 22.0 | +0.97 |   5 19.6 | 11 51  9 | 5 52 ( 91) | 17 49 (268) |
| 2028 Sep 27 | M | 182 15.4 | 15.004 | S  1 45.4 | +0.97 |   6 18.7 | 11 50 48 | 5 54 ( 92) | 17 47 (268) |
| 2028 Sep 28 | J | 182 20.5 | 15.003 | S  2  8.7 | +0.97 |   7 17.9 | 11 50 28 | 5 55 ( 92) | 17 45 (267) |
| 2028 Sep 29 | V | 182 25.5 | 15.003 | S  2 32.0 | +0.97 |   8 17.0 | 11 50  8 | 5 56 ( 93) | 17 43 (267) |
| 2028 Sep 30 | S | 182 30.4 | 15.003 | S  2 55.3 | +0.97 |   9 16.2 | 11 49 49 | 5 57 ( 93) | 17 42 (266) |
| 2028 Oct  1 | D | 182 35.3 | 15.003 | S  3 18.6 | +0.97 |  10 15.3 | 11 49 29 | 5 59 ( 94) | 17 40 (266) |
| 2028 Oct  2 | L | 182 40.1 | 15.003 | S  3 41.8 | +0.97 |  11 14.4 | 11 49 10 | 6 00 ( 95) | 17 38 (265) |
| 2028 Oct  3 | M | 182 44.9 | 15.003 | S  4  5.0 | +0.96 |  12 13.6 | 11 48 51 | 6 01 ( 95) | 17 36 (265) |
| 2028 Oct  4 | M | 182 49.5 | 15.003 | S  4 28.1 | +0.96 |  13 12.7 | 11 48 33 | 6 02 ( 96) | 17 34 (264) |
| 2028 Oct  5 | J | 182 54.1 | 15.003 | S  4 51.2 | +0.96 |  14 11.8 | 11 48 15 | 6 03 ( 96) | 17 32 (264) |
| 2028 Oct  6 | V | 182 58.5 | 15.003 | S  5 14.2 | +0.96 |  15 11.0 | 11 47 57 | 6 05 ( 97) | 17 30 (263) |
| 2028 Oct  7 | S | 183  2.9 | 15.003 | S  5 37.2 | +0.95 |  16 10.1 | 11 47 40 | 6 06 ( 97) | 17 29 (262) |
| 2028 Oct  8 | D | 183  7.2 | 15.003 | S  6  0.1 | +0.95 |  17  9.3 | 11 47 23 | 6 07 ( 98) | 17 27 (262) |
| 2028 Oct  9 | L | 183 11.3 | 15.003 | S  6 22.9 | +0.95 |  18  8.4 | 11 47  7 | 6 08 ( 98) | 17 25 (261) |
| 2028 Oct 10 | M | 183 15.4 | 15.003 | S  6 45.6 | +0.94 |  19  7.5 | 11 46 51 | 6 10 ( 99) | 17 23 (261) |
| 2028 Oct 11 | M | 183 19.3 | 15.003 | S  7  8.2 | +0.94 |  20  6.7 | 11 46 35 | 6 11 ( 99) | 17 21 (260) |
| 2028 Oct 12 | J | 183 23.1 | 15.003 | S  7 30.8 | +0.94 |  21  5.8 | 11 46 21 | 6 12 (100) | 17 20 (260) |
| 2028 Oct 13 | V | 183 26.7 | 15.002 | S  7 53.2 | +0.93 |  22  5.0 | 11 46  6 | 6 14 (100) | 17 18 (259) |
| 2028 Oct 14 | S | 183 30.2 | 15.002 | S  8 15.6 | +0.93 |  23  4.1 | 11 45 52 | 6 15 (101) | 17 16 (259) |
| 2028 Oct 15 | D | 183 33.6 | 15.002 | S  8 37.8 | +0.92 |  24  3.2 | 11 45 39 | 6 16 (102) | 17 14 (258) |
| 2028 Oct 16 | L | 183 36.8 | 15.002 | S  8 59.9 | +0.92 |  25  2.4 | 11 45 27 | 6 18 (102) | 17 13 (258) |
| 2028 Oct 17 | M | 183 39.9 | 15.002 | S  9 21.9 | +0.91 |  26  1.5 | 11 45 15 | 6 19 (103) | 17 11 (257) |
| 2028 Oct 18 | M | 183 42.8 | 15.002 | S  9 43.7 | +0.90 |  27  0.6 | 11 45  3 | 6 20 (103) | 17 09 (257) |
| 2028 Oct 19 | J | 183 45.6 | 15.002 | S 10  5.4 | +0.90 |  27 59.8 | 11 44 52 | 6 21 (104) | 17 08 (256) |
| 2028 Oct 20 | V | 183 48.2 | 15.002 | S 10 27.0 | +0.89 |  28 58.9 | 11 44 42 | 6 23 (104) | 17 06 (256) |
| 2028 Oct 21 | S | 183 50.7 | 15.002 | S 10 48.4 | +0.88 |  29 58.1 | 11 44 33 | 6 24 (105) | 17 04 (255) |
| 2028 Oct 22 | D | 183 53.0 | 15.001 | S 11  9.6 | +0.88 |  30 57.2 | 11 44 24 | 6 25 (105) | 17 03 (255) |
| 2028 Oct 23 | L | 183 55.1 | 15.001 | S 11 30.7 | +0.87 |  31 56.3 | 11 44 16 | 6 27 (106) | 17 01 (254) |
| 2028 Oct 24 | M | 183 57.1 | 15.001 | S 11 51.5 | +0.86 |  32 55.5 | 11 44  8 | 6 28 (106) | 16 59 (254) |
| 2028 Oct 25 | M | 183 58.9 | 15.001 | S 12 12.2 | +0.85 |  33 54.6 | 11 44  1 | 6 29 (107) | 16 58 (253) |
| 2028 Oct 26 | J | 184  0.5 | 15.001 | S 12 32.8 | +0.85 |  34 53.8 | 11 43 55 | 6 31 (107) | 16 56 (253) |
| 2028 Oct 27 | V | 184  1.9 | 15.001 | S 12 53.1 | +0.84 |  35 52.9 | 11 43 50 | 6 32 (108) | 16 55 (252) |
| 2028 Oct 28 | S | 184  3.2 | 15.001 | S 13 13.2 | +0.83 |  36 52.0 | 11 43 45 | 6 34 (108) | 16 53 (252) |
| 2028 Oct 29 | D | 184  4.2 | 15.001 | S 13 33.1 | +0.82 |  37 51.2 | 11 43 41 | 6 35 (109) | 16 52 (251) |
| 2028 Oct 30 | L | 184  5.1 | 15.000 | S 13 52.8 | +0.81 |  38 50.3 | 11 43 38 | 6 36 (109) | 16 50 (251) |
| 2028 Oct 31 | M | 184  5.8 | 15.000 | S 14 12.3 | +0.80 |  39 49.4 | 11 43 36 | 6 38 (110) | 16 49 (250) |
| 2028 Nov  1 | M | 184  6.3 | 15.000 | S 14 31.5 | +0.79 |  40 48.6 | 11 43 34 | 6 39 (110) | 16 48 (250) |
| 2028 Nov  2 | J | 184  6.5 | 15.000 | S 14 50.6 | +0.78 |  41 47.7 | 11 43 34 | 6 40 (110) | 16 46 (249) |
| 2028 Nov  3 | V | 184  6.6 | 15.000 | S 15  9.3 | +0.77 |  42 46.9 | 11 43 34 | 6 42 (111) | 16 45 (249) |
| 2028 Nov  4 | S | 184  6.5 | 15.000 | S 15 27.9 | +0.76 |  43 46.0 | 11 43 35 | 6 43 (111) | 16 43 (248) |
| 2028 Nov  5 | D | 184  6.2 | 15.000 | S 15 46.1 | +0.75 |  44 45.1 | 11 43 36 | 6 44 (112) | 16 42 (248) |
| 2028 Nov  6 | L | 184  5.7 | 14.999 | S 16  4.1 | +0.74 |  45 44.3 | 11 43 39 | 6 46 (112) | 16 41 (248) |
| 2028 Nov  7 | M | 184  4.9 | 14.999 | S 16 21.9 | +0.73 |  46 43.4 | 11 43 42 | 6 47 (113) | 16 40 (247) |
| 2028 Nov  8 | M | 184  3.9 | 14.999 | S 16 39.4 | +0.72 |  47 42.6 | 11 43 46 | 6 49 (113) | 16 38 (247) |
| 2028 Nov  9 | J | 184  2.8 | 14.999 | S 16 56.6 | +0.70 |  48 41.7 | 11 43 52 | 6 50 (114) | 16 37 (246) |
| 2028 Nov 10 | V | 184  1.4 | 14.999 | S 17 13.5 | +0.69 |  49 40.8 | 11 43 58 | 6 51 (114) | 16 36 (246) |
| 2028 Nov 11 | S | 183 59.8 | 14.999 | S 17 30.1 | +0.68 |  50 40.0 | 11 44  4 | 6 53 (114) | 16 35 (245) |
| 2028 Nov 12 | D | 183 57.9 | 14.999 | S 17 46.4 | +0.67 |  51 39.1 | 11 44 12 | 6 54 (115) | 16 34 (245) |
| 2028 Nov 13 | L | 183 55.9 | 14.998 | S 18  2.4 | +0.65 |  52 38.2 | 11 44 21 | 6 55 (115) | 16 33 (245) |
| 2028 Nov 14 | M | 183 53.6 | 14.998 | S 18 18.1 | +0.64 |  53 37.4 | 11 44 30 | 6 57 (116) | 16 32 (244) |
| 2028 Nov 15 | M | 183 51.2 | 14.998 | S 18 33.5 | +0.63 |  54 36.5 | 11 44 41 | 6 58 (116) | 16 31 (244) |
| 2028 Nov 16 | J | 183 48.5 | 14.998 | S 18 48.5 | +0.61 |  55 35.7 | 11 44 52 | 7 00 (116) | 16 30 (244) |
| 2028 Nov 17 | V | 183 45.6 | 14.998 | S 19  3.2 | +0.60 |  56 34.8 | 11 45  4 | 7 01 (117) | 16 29 (243) |
| 2028 Nov 18 | S | 183 42.5 | 14.998 | S 19 17.6 | +0.58 |  57 33.9 | 11 45 17 | 7 02 (117) | 16 28 (243) |
| 2028 Nov 19 | D | 183 39.1 | 14.998 | S 19 31.6 | +0.57 |  58 33.1 | 11 45 30 | 7 04 (117) | 16 27 (242) |
| 2028 Nov 20 | L | 183 35.6 | 14.997 | S 19 45.3 | +0.55 |  59 32.2 | 11 45 45 | 7 05 (118) | 16 26 (242) |
| 2028 Nov 21 | M | 183 31.9 | 14.997 | S 19 58.6 | +0.54 |  60 31.4 | 11 45 60 | 7 06 (118) | 16 25 (242) |
| 2028 Nov 22 | M | 183 28.0 | 14.997 | S 20 11.6 | +0.52 |  61 30.5 | 11 46 16 | 7 07 (118) | 16 25 (242) |
| 2028 Nov 23 | J | 183 23.9 | 14.997 | S 20 24.1 | +0.51 |  62 29.6 | 11 46 33 | 7 09 (119) | 16 24 (241) |
| 2028 Nov 24 | V | 183 19.6 | 14.997 | S 20 36.3 | +0.49 |  63 28.8 | 11 46 50 | 7 10 (119) | 16 23 (241) |
| 2028 Nov 25 | S | 183 15.1 | 14.997 | S 20 48.2 | +0.48 |  64 27.9 | 11 47  9 | 7 11 (119) | 16 23 (241) |
| 2028 Nov 26 | D | 183 10.5 | 14.997 | S 20 59.6 | +0.46 |  65 27.1 | 11 47 28 | 7 12 (120) | 16 22 (240) |
| 2028 Nov 27 | L | 183  5.6 | 14.997 | S 21 10.6 | +0.44 |  66 26.2 | 11 47 47 | 7 14 (120) | 16 22 (240) |
| 2028 Nov 28 | M | 183  0.6 | 14.996 | S 21 21.2 | +0.43 |  67 25.3 | 11 48  8 | 7 15 (120) | 16 21 (240) |
| 2028 Nov 29 | M | 182 55.4 | 14.996 | S 21 31.5 | +0.41 |  68 24.5 | 11 48 29 | 7 16 (120) | 16 21 (240) |
| 2028 Nov 30 | J | 182 50.1 | 14.996 | S 21 41.3 | +0.39 |  69 23.6 | 11 48 51 | 7 17 (121) | 16 20 (239) |
| 2028 Dec  1 | V | 182 44.5 | 14.996 | S 21 50.7 | +0.37 |  70 22.8 | 11 49 13 | 7 18 (121) | 16 20 (239) |
| 2028 Dec  2 | S | 182 38.9 | 14.996 | S 21 59.7 | +0.36 |  71 21.9 | 11 49 36 | 7 20 (121) | 16 19 (239) |
| 2028 Dec  3 | D | 182 33.0 | 14.996 | S 22  8.3 | +0.34 |  72 21.0 | 11 49 60 | 7 21 (121) | 16 19 (239) |
| 2028 Dec  4 | L | 182 27.0 | 14.996 | S 22 16.4 | +0.32 |  73 20.2 | 11 50 24 | 7 22 (121) | 16 19 (238) |
| 2028 Dec  5 | M | 182 20.9 | 14.996 | S 22 24.1 | +0.30 |  74 19.3 | 11 50 49 | 7 23 (122) | 16 19 (238) |
| 2028 Dec  6 | M | 182 14.6 | 14.996 | S 22 31.4 | +0.28 |  75 18.5 | 11 51 14 | 7 24 (122) | 16 19 (238) |
| 2028 Dec  7 | J | 182  8.2 | 14.995 | S 22 38.2 | +0.27 |  76 17.6 | 11 51 40 | 7 25 (122) | 16 18 (238) |
| 2028 Dec  8 | V | 182  1.7 | 14.995 | S 22 44.6 | +0.25 |  77 16.7 | 11 52  6 | 7 26 (122) | 16 18 (238) |
| 2028 Dec  9 | S | 181 55.1 | 14.995 | S 22 50.6 | +0.23 |  78 15.9 | 11 52 33 | 7 27 (122) | 16 18 (238) |
| 2028 Dec 10 | D | 181 48.3 | 14.995 | S 22 56.1 | +0.21 |  79 15.0 | 11 53  0 | 7 28 (122) | 16 18 (237) |
| 2028 Dec 11 | L | 181 41.4 | 14.995 | S 23  1.1 | +0.19 |  80 14.1 | 11 53 28 | 7 28 (123) | 16 18 (237) |
