                            EPHEMERIDES NAUTIQUES DU SOLEIL A 0H UT - ANNEE 2025
                            ====================================================

|     Date    |Jr.|   AHvo   |Var AHvo|    Dec    |Var Dec|   AHso   |  T.Pass  |   Lever    |   Coucher   |
| 2025 Jan 15 | M | 177 40.4 | 14.996 | S 21  7.0 | -0.47 | 114 41.9 | 12  9 29 | 7 35 (120) | 16 45 (241) |
| 2025 Jan 16 | J | 177 35.2 | 14.997 | S 20 55.7 | -0.48 | 115 41.1 | 12  9 49 | 7 34 (119) | 16 46 (241) |
| 2025 Jan 17 | V | 177 30.2 | 14.997 | S 20 44.1 | -0.50 | 116 40.2 | 12 10  9 | 7 33 (119) | 16 47 (241) |
| 2025 Jan 18 | S | 177 25.4 | 14.997 | S 20 32.1 | -0.52 | 117 39.4 | 12 10 28 | 7 33 (119) | 16 49 (241) |
| 2025 Jan 19 | D | 177 20.7 | 14.997 | S 20 19.6 | -0.53 | 118 38.5 | 12 10 46 | 7 32 (118) | 16 50 (242) |
| 2025 Jan 20 | L | 177 16.2 | 14.997 | S 20  6.8 | -0.55 | 119 37.6 | 12 11  4 | 7 31 (118) | 16 51 (242) |
| 2025 Jan 21 | M | 177 11.9 | 14.997 | S 19 53.7 | -0.56 | 120 36.8 | 12 11 21 | 7 30 (118) | 16 53 (242) |
| 2025 Jan 22 | M | 177  7.8 | 14.997 | S 19 40.1 | -0.58 | 121 35.9 | 12 11 37 | 7 30 (117) | 16 54 (243) |
| 2025 Jan 23 | J | 177  3.9 | 14.997 | S 19 26.2 | -0.60 | 122 35.0 | 12 11 52 | 7 29 (117) | 16 55 (243) |
| 2025 Jan 24 | V | 177  0.1 | 14.998 | S 19 11.9 | -0.61 | 123 34.2 | 12 12  7 | 7 28 (117) | 16 57 (243) |
| 2025 Jan 25 | S | 176 56.6 | 14.998 | S 18 57.2 | -0.62 | 124 33.3 | 12 12 21 | 7 27 (116) | 16 58 (244) |
| 2025 Jan 26 | D | 176 53.2 | 14.998 | S 18 42.3 | -0.64 | 125 32.5 | 12 12 34 | 7 26 (116) | 17 00 (244) |
| 2025 Jan 27 | L | 176 50.1 | 14.998 | S 18 26.9 | -0.65 | 126 31.6 | 12 12 46 | 7 25 (116) | 17 01 (245) |
| 2025 Jan 28 | M | 176 47.1 | 14.998 | S 18 11.3 | -0.67 | 127 30.7 | 12 12 57 | 7 24 (115) | 17 02 (245) |
| 2025 Jan 29 | M | 176 44.3 | 14.998 | S 17 55.3 | -0.68 | 128 29.9 | 12 13  8 | 7 23 (115) | 17 04 (245) |
| 2025 Jan 30 | J | 176 41.8 | 14.998 | S 17 39.0 | -0.69 | 129 29.0 | 12 13 18 | 7 22 (114) | 17 05 (246) |
| 2025 Jan 31 | V | 176 39.4 | 14.999 | S 17 22.3 | -0.71 | 130 28.2 | 12 13 27 | 7 21 (114) | 17 07 (246) |
| 2025 Fev  1 | S | 176 37.3 | 14.999 | S 17  5.4 | -0.72 | 131 27.3 | 12 13 35 | 7 20 (114) | 17 08 (247) |
| 2025 Fev  2 | D | 176 35.4 | 14.999 | S 16 48.2 | -0.73 | 132 26.4 | 12 13 42 | 7 18 (113) | 17 10 (247) |
| 2025 Fev  3 | L | 176 33.6 | 14.999 | S 16 30.6 | -0.74 | 133 25.6 | 12 13 49 | 7 17 (113) | 17 11 (248) |
| 2025 Fev  4 | M | 176 32.1 | 14.999 | S 16 12.8 | -0.75 | 134 24.7 | 12 13 54 | 7 16 (112) | 17 12 (248) |
| 2025 Fev  5 | M | 176 30.8 | 14.999 | S 15 54.7 | -0.77 | 135 23.9 | 12 13 59 | 7 15 (112) | 17 14 (248) |
| 2025 Fev  6 | J | 176 29.7 | 14.999 | S 15 36.4 | -0.78 | 136 23.0 | 12 14  3 | 7 13 (111) | 17 15 (249) |
| 2025 Fev  7 | V | 176 28.8 | 15.000 | S 15 17.7 | -0.79 | 137 22.1 | 12 14  6 | 7 12 (111) | 17 17 (249) |
| 2025 Fev  8 | S | 176 28.1 | 15.000 | S 14 58.8 | -0.80 | 138 21.3 | 12 14  9 | 7 11 (110) | 17 18 (250) |
| 2025 Fev  9 | D | 176 27.6 | 15.000 | S 14 39.7 | -0.81 | 139 20.4 | 12 14 10 | 7 09 (110) | 17 20 (250) |
| 2025 Fev 10 | L | 176 27.3 | 15.000 | S 14 20.3 | -0.82 | 140 19.6 | 12 14 11 | 7 08 (109) | 17 21 (251) |
| 2025 Fev 11 | M | 176 27.2 | 15.000 | S 14  0.7 | -0.83 | 141 18.7 | 12 14 11 | 7 07 (109) | 17 22 (251) |
| 2025 Fev 12 | M | 176 27.3 | 15.000 | S 13 40.8 | -0.84 | 142 17.8 | 12 14 10 | 7 05 (109) | 17 24 (252) |
| 2025 Fev 13 | J | 176 27.6 | 15.000 | S 13 20.8 | -0.85 | 143 17.0 | 12 14  9 | 7 04 (108) | 17 25 (252) |
| 2025 Fev 14 | V | 176 28.1 | 15.000 | S 13  0.5 | -0.85 | 144 16.1 | 12 14  7 | 7 02 (108) | 17 27 (253) |
| 2025 Fev 15 | S | 176 28.7 | 15.001 | S 12 40.0 | -0.86 | 145 15.2 | 12 14  4 | 7 01 (107) | 17 28 (253) |
| 2025 Fev 16 | D | 176 29.5 | 15.001 | S 12 19.3 | -0.87 | 146 14.4 | 12 13 60 | 6 59 (107) | 17 30 (254) |
| 2025 Fev 17 | L | 176 30.5 | 15.001 | S 11 58.4 | -0.88 | 147 13.5 | 12 13 56 | 6 58 (106) | 17 31 (254) |
| 2025 Fev 18 | M | 176 31.7 | 15.001 | S 11 37.3 | -0.89 | 148 12.7 | 12 13 51 | 6 56 (106) | 17 32 (255) |
| 2025 Fev 19 | M | 176 33.0 | 15.001 | S 11 16.0 | -0.89 | 149 11.8 | 12 13 45 | 6 54 (105) | 17 34 (255) |
| 2025 Fev 20 | J | 176 34.6 | 15.001 | S 10 54.5 | -0.90 | 150 10.9 | 12 13 39 | 6 53 (105) | 17 35 (256) |
| 2025 Fev 21 | V | 176 36.2 | 15.001 | S 10 32.9 | -0.91 | 151 10.1 | 12 13 32 | 6 51 (104) | 17 37 (256) |
| 2025 Fev 22 | S | 176 38.0 | 15.001 | S 10 11.1 | -0.91 | 152  9.2 | 12 13 24 | 6 50 (103) | 17 38 (257) |
| 2025 Fev 23 | D | 176 40.0 | 15.001 | S  9 49.1 | -0.92 | 153  8.4 | 12 13 16 | 6 48 (103) | 17 39 (257) |
| 2025 Fev 24 | L | 176 42.1 | 15.002 | S  9 27.0 | -0.93 | 154  7.5 | 12 13  7 | 6 46 (102) | 17 41 (258) |
| 2025 Fev 25 | M | 176 44.4 | 15.002 | S  9  4.8 | -0.93 | 155  6.6 | 12 12 58 | 6 45 (102) | 17 42 (258) |
| 2025 Fev 26 | M | 176 46.8 | 15.002 | S  8 42.4 | -0.94 | 156  5.8 | 12 12 48 | 6 43 (101) | 17 43 (259) |
| 2025 Fev 27 | J | 176 49.4 | 15.002 | S  8 19.9 | -0.94 | 157  4.9 | 12 12 37 | 6 41 (101) | 17 45 (259) |
| 2025 Fev 28 | V | 176 52.0 | 15.002 | S  7 57.2 | -0.95 | 158  4.1 | 12 12 26 | 6 39 (100) | 17 46 (260) |
| 2025 Mar  1 | S | 176 54.9 | 15.002 | S  7 34.5 | -0.95 | 159  3.2 | 12 12 15 | 6 38 (100) | 17 48 (261) |
| 2025 Mar  2 | D | 176 57.8 | 15.002 | S  7 11.6 | -0.96 | 160  2.3 | 12 12  3 | 6 36 ( 99) | 17 49 (261) |
| 2025 Mar  3 | L | 177  0.9 | 15.002 | S  6 48.6 | -0.96 | 161  1.5 | 12 11 50 | 6 34 ( 99) | 17 50 (262) |
| 2025 Mar  4 | M | 177  4.1 | 15.002 | S  6 25.6 | -0.96 | 162  0.6 | 12 11 37 | 6 32 ( 98) | 17 52 (262) |
| 2025 Mar  5 | M | 177  7.4 | 15.002 | S  6  2.4 | -0.97 | 162 59.7 | 12 11 24 | 6 31 ( 98) | 17 53 (263) |
| 2025 Mar  6 | J | 177 10.8 | 15.002 | S  5 39.2 | -0.97 | 163 58.9 | 12 11 10 | 6 29 ( 97) | 17 54 (263) |
| 2025 Mar  7 | V | 177 14.3 | 15.003 | S  5 15.9 | -0.97 | 164 58.0 | 12 10 56 | 6 27 ( 96) | 17 56 (264) |
| 2025 Mar  8 | S | 177 17.9 | 15.003 | S  4 52.5 | -0.98 | 165 57.2 | 12 10 41 | 6 25 ( 96) | 17 57 (264) |
| 2025 Mar  9 | D | 177 21.6 | 15.003 | S  4 29.1 | -0.98 | 166 56.3 | 12 10 26 | 6 23 ( 95) | 17 58 (265) |
| 2025 Mar 10 | L | 177 25.5 | 15.003 | S  4  5.6 | -0.98 | 167 55.4 | 12 10 10 | 6 22 ( 95) | 18 00 (265) |
| 2025 Mar 11 | M | 177 29.4 | 15.003 | S  3 42.0 | -0.98 | 168 54.6 | 12  9 55 | 6 20 ( 94) | 18 01 (266) |
| 2025 Mar 12 | M | 177 33.3 | 15.003 | S  3 18.4 | -0.98 | 169 53.7 | 12  9 38 | 6 18 ( 94) | 18 02 (267) |
| 2025 Mar 13 | J | 177 37.4 | 15.003 | S  2 54.8 | -0.99 | 170 52.9 | 12  9 22 | 6 16 ( 93) | 18 04 (267) |
| 2025 Mar 14 | V | 177 41.5 | 15.003 | S  2 31.2 | -0.99 | 171 52.0 | 12  9  5 | 6 14 ( 93) | 18 05 (268) |
| 2025 Mar 15 | S | 177 45.7 | 15.003 | S  2  7.5 | -0.99 | 172 51.1 | 12  8 49 | 6 12 ( 92) | 18 06 (268) |
| 2025 Mar 16 | D | 177 50.0 | 15.003 | S  1 43.8 | -0.99 | 173 50.3 | 12  8 32 | 6 10 ( 91) | 18 07 (269) |
| 2025 Mar 17 | L | 177 54.3 | 15.003 | S  1 20.1 | -0.99 | 174 49.4 | 12  8 14 | 6 09 ( 91) | 18 09 (269) |
| 2025 Mar 18 | M | 177 58.6 | 15.003 | S  0 56.4 | -0.99 | 175 48.5 | 12  7 57 | 6 07 ( 90) | 18 10 (270) |
| 2025 Mar 19 | M | 178  3.0 | 15.003 | S  0 32.7 | -0.99 | 176 47.7 | 12  7 39 | 6 05 ( 90) | 18 11 (270) |
| 2025 Mar 20 | J | 178  7.4 | 15.003 | S  0  8.9 | -0.99 | 177 46.8 | 12  7 21 | 6 03 ( 89) | 18 13 (271) |
| 2025 Mar 21 | V | 178 11.9 | 15.003 | N  0 14.8 | +0.99 | 178 46.0 | 12  7  4 | 6 01 ( 89) | 18 14 (272) |
| 2025 Mar 22 | S | 178 16.3 | 15.003 | N  0 38.5 | +0.99 | 179 45.1 | 12  6 46 | 5 59 ( 88) | 18 15 (272) |
| 2025 Mar 23 | D | 178 20.8 | 15.003 | N  1  2.1 | +0.99 | 180 44.2 | 12  6 28 | 5 57 ( 88) | 18 16 (273) |
| 2025 Mar 24 | L | 178 25.3 | 15.003 | N  1 25.8 | +0.98 | 181 43.4 | 12  6 10 | 5 55 ( 87) | 18 18 (273) |
| 2025 Mar 25 | M | 178 29.9 | 15.003 | N  1 49.4 | +0.98 | 182 42.5 | 12  5 52 | 5 54 ( 86) | 18 19 (274) |
| 2025 Mar 26 | M | 178 34.4 | 15.003 | N  2 13.0 | +0.98 | 183 41.7 | 12  5 33 | 5 52 ( 86) | 18 20 (274) |
| 2025 Mar 27 | J | 178 38.9 | 15.003 | N  2 36.5 | +0.98 | 184 40.8 | 12  5 15 | 5 50 ( 85) | 18 22 (275) |
| 2025 Mar 28 | V | 178 43.4 | 15.003 | N  2 60.0 | +0.98 | 185 39.9 | 12  4 57 | 5 48 ( 85) | 18 23 (276) |
| 2025 Mar 29 | S | 178 47.9 | 15.003 | N  3 23.4 | +0.97 | 186 39.1 | 12  4 39 | 5 46 ( 84) | 18 24 (276) |
| 2025 Mar 30 | D | 178 52.4 | 15.003 | N  3 46.7 | +0.97 | 187 38.2 | 12  4 21 | 5 44 ( 84) | 18 25 (277) |
| 2025 Mar 31 | L | 178 56.9 | 15.003 | N  4 10.0 | +0.97 | 188 37.3 | 12  4  4 | 5 42 ( 83) | 18 27 (277) |
| 2025 Avr  1 | M | 179  1.3 | 15.003 | N  4 33.2 | +0.96 | 189 36.5 | 12  3 46 | 5 40 ( 83) | 18 28 (278) |
| 2025 Avr  2 | M | 179  5.7 | 15.003 | N  4 56.4 | +0.96 | 190 35.6 | 12  3 28 | 5 39 ( 82) | 18 29 (278) |
| 2025 Avr  3 | J | 179 10.1 | 15.003 | N  5 19.4 | +0.96 | 191 34.8 | 12  3 11 | 5 37 ( 81) | 18 30 (279) |
| 2025 Avr  4 | V | 179 14.5 | 15.003 | N  5 42.3 | +0.95 | 192 33.9 | 12  2 53 | 5 35 ( 81) | 18 32 (279) |
| 2025 Avr  5 | S | 179 18.8 | 15.003 | N  6  5.2 | +0.95 | 193 33.0 | 12  2 36 | 5 33 ( 80) | 18 33 (280) |
| 2025 Avr  6 | D | 179 23.1 | 15.003 | N  6 27.9 | +0.94 | 194 32.2 | 12  2 19 | 5 31 ( 80) | 18 34 (280) |
| 2025 Avr  7 | L | 179 27.3 | 15.003 | N  6 50.5 | +0.94 | 195 31.3 | 12  2  2 | 5 29 ( 79) | 18 35 (281) |
| 2025 Avr  8 | M | 179 31.5 | 15.003 | N  7 13.0 | +0.93 | 196 30.5 | 12  1 46 | 5 28 ( 79) | 18 37 (281) |
| 2025 Avr  9 | M | 179 35.7 | 15.003 | N  7 35.4 | +0.93 | 197 29.6 | 12  1 29 | 5 26 ( 78) | 18 38 (282) |
| 2025 Avr 10 | J | 179 39.7 | 15.003 | N  7 57.6 | +0.92 | 198 28.7 | 12  1 13 | 5 24 ( 78) | 18 39 (283) |
| 2025 Avr 11 | V | 179 43.7 | 15.003 | N  8 19.7 | +0.92 | 199 27.9 | 12  0 57 | 5 22 ( 77) | 18 41 (283) |
| 2025 Avr 12 | S | 179 47.7 | 15.003 | N  8 41.7 | +0.91 | 200 27.0 | 12  0 42 | 5 20 ( 77) | 18 42 (284) |
| 2025 Avr 13 | D | 179 51.5 | 15.003 | N  9  3.5 | +0.90 | 201 26.1 | 12  0 26 | 5 19 ( 76) | 18 43 (284) |
| 2025 Avr 14 | L | 179 55.3 | 15.003 | N  9 25.2 | +0.90 | 202 25.3 | 12  0 11 | 5 17 ( 76) | 18 44 (285) |
| 2025 Avr 15 | M | 179 59.0 | 15.003 | N  9 46.7 | +0.89 | 203 24.4 | 11 59 57 | 5 15 ( 75) | 18 46 (285) |
| 2025 Avr 16 | M | 180  2.6 | 15.002 | N 10  8.1 | +0.88 | 204 23.6 | 11 59 43 | 5 13 ( 75) | 18 47 (286) |
| 2025 Avr 17 | J | 180  6.1 | 15.002 | N 10 29.2 | +0.88 | 205 22.7 | 11 59 29 | 5 12 ( 74) | 18 48 (286) |
| 2025 Avr 18 | V | 180  9.5 | 15.002 | N 10 50.3 | +0.87 | 206 21.8 | 11 59 15 | 5 10 ( 74) | 18 49 (287) |
| 2025 Avr 19 | S | 180 12.8 | 15.002 | N 11 11.1 | +0.86 | 207 21.0 | 11 59  2 | 5 08 ( 73) | 18 51 (287) |
| 2025 Avr 20 | D | 180 16.0 | 15.002 | N 11 31.8 | +0.85 | 208 20.1 | 11 58 50 | 5 07 ( 73) | 18 52 (288) |
| 2025 Avr 21 | L | 180 19.1 | 15.002 | N 11 52.2 | +0.84 | 209 19.3 | 11 58 38 | 5 05 ( 72) | 18 53 (288) |
| 2025 Avr 22 | M | 180 22.1 | 15.002 | N 12 12.5 | +0.84 | 210 18.4 | 11 58 26 | 5 03 ( 72) | 18 54 (289) |
| 2025 Avr 23 | M | 180 25.0 | 15.002 | N 12 32.6 | +0.83 | 211 17.5 | 11 58 15 | 5 02 ( 71) | 18 56 (289) |
| 2025 Avr 24 | J | 180 27.7 | 15.002 | N 12 52.5 | +0.82 | 212 16.7 | 11 58  4 | 5 00 ( 71) | 18 57 (290) |
| 2025 Avr 25 | V | 180 30.3 | 15.002 | N 13 12.1 | +0.81 | 213 15.8 | 11 57 54 | 4 58 ( 70) | 18 58 (290) |
| 2025 Avr 26 | S | 180 32.8 | 15.002 | N 13 31.6 | +0.80 | 214 14.9 | 11 57 44 | 4 57 ( 70) | 18 59 (291) |
| 2025 Avr 27 | D | 180 35.2 | 15.002 | N 13 50.8 | +0.79 | 215 14.1 | 11 57 35 | 4 55 ( 69) | 19 01 (291) |
| 2025 Avr 28 | L | 180 37.4 | 15.001 | N 14  9.8 | +0.78 | 216 13.2 | 11 57 26 | 4 54 ( 69) | 19 02 (291) |
| 2025 Avr 29 | M | 180 39.5 | 15.001 | N 14 28.5 | +0.77 | 217 12.4 | 11 57 18 | 4 52 ( 68) | 19 03 (292) |
| 2025 Avr 30 | M | 180 41.5 | 15.001 | N 14 47.1 | +0.76 | 218 11.5 | 11 57 10 | 4 51 ( 68) | 19 04 (292) |
| 2025 Mai  1 | J | 180 43.4 | 15.001 | N 15  5.3 | +0.75 | 219 10.6 | 11 57  3 | 4 49 ( 67) | 19 06 (293) |
| 2025 Mai  2 | V | 180 45.1 | 15.001 | N 15 23.4 | +0.74 | 220  9.8 | 11 56 56 | 4 48 ( 67) | 19 07 (293) |
| 2025 Mai  3 | S | 180 46.7 | 15.001 | N 15 41.1 | +0.73 | 221  8.9 | 11 56 50 | 4 46 ( 67) | 19 08 (294) |
| 2025 Mai  4 | D | 180 48.1 | 15.001 | N 15 58.6 | +0.72 | 222  8.1 | 11 56 45 | 4 45 ( 66) | 19 09 (294) |
| 2025 Mai  5 | L | 180 49.4 | 15.001 | N 16 15.9 | +0.71 | 223  7.2 | 11 56 40 | 4 43 ( 66) | 19 11 (295) |
| 2025 Mai  6 | M | 180 50.6 | 15.001 | N 16 32.9 | +0.70 | 224  6.3 | 11 56 35 | 4 42 ( 65) | 19 12 (295) |
| 2025 Mai  7 | M | 180 51.7 | 15.001 | N 16 49.5 | +0.68 | 225  5.5 | 11 56 31 | 4 41 ( 65) | 19 13 (295) |
| 2025 Mai  8 | J | 180 52.6 | 15.001 | N 17  6.0 | +0.67 | 226  4.6 | 11 56 28 | 4 39 ( 64) | 19 14 (296) |
| 2025 Mai  9 | V | 180 53.4 | 15.000 | N 17 22.1 | +0.66 | 227  3.8 | 11 56 25 | 4 38 ( 64) | 19 15 (296) |
| 2025 Mai 10 | S | 180 54.0 | 15.000 | N 17 37.9 | +0.65 | 228  2.9 | 11 56 23 | 4 37 ( 64) | 19 17 (297) |
| 2025 Mai 11 | D | 180 54.5 | 15.000 | N 17 53.4 | +0.63 | 229  2.0 | 11 56 21 | 4 36 ( 63) | 19 18 (297) |
| 2025 Mai 12 | L | 180 54.9 | 15.000 | N 18  8.7 | +0.62 | 230  1.2 | 11 56 20 | 4 34 ( 63) | 19 19 (297) |
| 2025 Mai 13 | M | 180 55.1 | 15.000 | N 18 23.6 | +0.61 | 231  0.3 | 11 56 20 | 4 33 ( 62) | 19 20 (298) |
| 2025 Mai 14 | M | 180 55.1 | 15.000 | N 18 38.2 | +0.60 | 231 59.4 | 11 56 20 | 4 32 ( 62) | 19 21 (298) |
| 2025 Mai 15 | J | 180 55.0 | 15.000 | N 18 52.5 | +0.58 | 232 58.6 | 11 56 20 | 4 31 ( 62) | 19 23 (298) |
| 2025 Mai 16 | V | 180 54.8 | 15.000 | N 19  6.5 | +0.57 | 233 57.7 | 11 56 21 | 4 30 ( 61) | 19 24 (299) |
| 2025 Mai 17 | S | 180 54.5 | 15.000 | N 19 20.2 | +0.56 | 234 56.9 | 11 56 23 | 4 29 ( 61) | 19 25 (299) |
| 2025 Mai 18 | D | 180 54.0 | 15.000 | N 19 33.5 | +0.54 | 235 56.0 | 11 56 25 | 4 28 ( 61) | 19 26 (299) |
| 2025 Mai 19 | L | 180 53.3 | 14.999 | N 19 46.5 | +0.53 | 236 55.1 | 11 56 28 | 4 27 ( 60) | 19 27 (300) |
| 2025 Mai 20 | M | 180 52.5 | 14.999 | N 19 59.2 | +0.51 | 237 54.3 | 11 56 32 | 4 26 ( 60) | 19 28 (300) |
| 2025 Mai 21 | M | 180 51.6 | 14.999 | N 20 11.5 | +0.50 | 238 53.4 | 11 56 36 | 4 25 ( 60) | 19 29 (300) |
| 2025 Mai 22 | J | 180 50.5 | 14.999 | N 20 23.5 | +0.48 | 239 52.6 | 11 56 40 | 4 24 ( 59) | 19 30 (301) |
| 2025 Mai 23 | V | 180 49.3 | 14.999 | N 20 35.2 | +0.47 | 240 51.7 | 11 56 45 | 4 23 ( 59) | 19 31 (301) |
| 2025 Mai 24 | S | 180 48.0 | 14.999 | N 20 46.5 | +0.46 | 241 50.8 | 11 56 51 | 4 22 ( 59) | 19 32 (301) |
| 2025 Mai 25 | D | 180 46.5 | 14.999 | N 20 57.4 | +0.44 | 242 50.0 | 11 56 57 | 4 21 ( 59) | 19 33 (302) |
| 2025 Mai 26 | L | 180 44.9 | 14.999 | N 21  8.0 | +0.43 | 243 49.1 | 11 57  4 | 4 20 ( 58) | 19 34 (302) |
| 2025 Mai 27 | M | 180 43.2 | 14.999 | N 21 18.2 | +0.41 | 244 48.3 | 11 57 11 | 4 20 ( 58) | 19 35 (302) |
| 2025 Mai 28 | M | 180 41.4 | 14.999 | N 21 28.0 | +0.39 | 245 47.4 | 11 57 18 | 4 19 ( 58) | 19 36 (302) |
| 2025 Mai 29 | J | 180 39.4 | 14.999 | N 21 37.5 | +0.38 | 246 46.5 | 11 57 26 | 4 18 ( 58) | 19 37 (303) |
| 2025 Mai 30 | V | 180 37.3 | 14.998 | N 21 46.5 | +0.36 | 247 45.7 | 11 57 35 | 4 18 ( 57) | 19 38 (303) |
| 2025 Mai 31 | S | 180 35.2 | 14.998 | N 21 55.3 | +0.35 | 248 44.8 | 11 57 44 | 4 17 ( 57) | 19 39 (303) |
| 2025 Jun  1 | D | 180 32.9 | 14.998 | N 22  3.6 | +0.33 | 249 44.0 | 11 57 53 | 4 17 ( 57) | 19 40 (303) |
| 2025 Jun  2 | L | 180 30.6 | 14.998 | N 22 11.5 | +0.31 | 250 43.1 | 11 58  3 | 4 16 ( 57) | 19 40 (303) |
| 2025 Jun  3 | M | 180 28.1 | 14.998 | N 22 19.1 | +0.30 | 251 42.2 | 11 58 13 | 4 16 ( 56) | 19 41 (304) |
| 2025 Jun  4 | M | 180 25.6 | 14.998 | N 22 26.2 | +0.28 | 252 41.4 | 11 58 23 | 4 15 ( 56) | 19 42 (304) |
| 2025 Jun  5 | J | 180 23.0 | 14.998 | N 22 33.0 | +0.27 | 253 40.5 | 11 58 33 | 4 15 ( 56) | 19 43 (304) |
| 2025 Jun  6 | V | 180 20.3 | 14.998 | N 22 39.3 | +0.25 | 254 39.7 | 11 58 44 | 4 14 ( 56) | 19 44 (304) |
| 2025 Jun  7 | S | 180 17.5 | 14.998 | N 22 45.3 | +0.23 | 255 38.8 | 11 58 56 | 4 14 ( 56) | 19 44 (304) |
| 2025 Jun  8 | D | 180 14.7 | 14.998 | N 22 50.9 | +0.22 | 256 37.9 | 11 59  7 | 4 14 ( 56) | 19 45 (304) |
| 2025 Jun  9 | L | 180 11.8 | 14.998 | N 22 56.1 | +0.20 | 257 37.1 | 11 59 19 | 4 13 ( 56) | 19 45 (305) |
| 2025 Jun 10 | M | 180  8.9 | 14.998 | N 23  0.8 | +0.18 | 258 36.2 | 11 59 31 | 4 13 ( 55) | 19 46 (305) |
| 2025 Jun 11 | M | 180  5.9 | 14.998 | N 23  5.2 | +0.16 | 259 35.4 | 11 59 43 | 4 13 ( 55) | 19 47 (305) |
| 2025 Jun 12 | J | 180  2.8 | 14.998 | N 23  9.1 | +0.15 | 260 34.5 | 11 59 55 | 4 13 ( 55) | 19 47 (305) |
| 2025 Jun 13 | V | 179 59.7 | 14.998 | N 23 12.7 | +0.13 | 261 33.6 | 12  0  8 | 4 13 ( 55) | 19 48 (305) |
| 2025 Jun 14 | S | 179 56.6 | 14.998 | N 23 15.8 | +0.11 | 262 32.8 | 12  0 20 | 4 13 ( 55) | 19 48 (305) |
| 2025 Jun 15 | D | 179 53.4 | 14.998 | N 23 18.6 | +0.10 | 263 31.9 | 12  0 33 | 4 13 ( 55) | 19 49 (305) |
| 2025 Jun 16 | L | 179 50.2 | 14.998 | N 23 20.9 | +0.08 | 264 31.1 | 12  0 46 | 4 13 ( 55) | 19 49 (305) |
| 2025 Jun 17 | M | 179 46.9 | 14.998 | N 23 22.8 | +0.06 | 265 30.2 | 12  0 59 | 4 13 ( 55) | 19 49 (305) |
| 2025 Jun 18 | M | 179 43.7 | 14.998 | N 23 24.3 | +0.05 | 266 29.3 | 12  1 12 | 4 13 ( 55) | 19 50 (305) |
| 2025 Jun 19 | J | 179 40.4 | 14.998 | N 23 25.4 | +0.03 | 267 28.5 | 12  1 25 | 4 13 ( 55) | 19 50 (305) |
| 2025 Jun 20 | V | 179 37.1 | 14.998 | N 23 26.0 | +0.01 | 268 27.6 | 12  1 38 | 4 13 ( 55) | 19 50 (305) |
| 2025 Jun 21 | S | 179 33.8 | 14.998 | N 23 26.3 | -0.01 | 269 26.7 | 12  1 51 | 4 13 ( 55) | 19 50 (305) |
